Fase;Tipo de tronadura;Tipo Material;M;Dominio Estructural;Banco;Diámetro;Fc;Cota;B;S;tiempo_1;tiempo_2
Stage 4;Tronadura 1;Roca 1;L4;Norte;2975.0;10.625;465.0;2975.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;493.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L7;Norte;3530.0;12.25;324.0;3530.0;10.5;10.5;9.0;94.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2960.0;12.25;492.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;135.0;3410.0;14.0;14.0;7.0;85.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2975.0;10.625;479.0;2975.0;6.5;6.5;11.0;105.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;226.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2915.0;12.25;534.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Lastre;L8;Norte;3485.0;12.25;144.0;3485.0;14.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3470.0;12.25;176.0;3470.0;14.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;507.0;2945.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2930.0;12.25;504.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;134.0;3440.0;13.0;14.0;7.0;43.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2975.0;12.25;501.0;2975.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;166.0;3410.0;14.0;14.0;7.0;85.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2900.0;12.25;450.0;2900.0;7.5;7.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 1;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;149.0;3440.0;13.0;14.0;7.0;42.0
Stage 2;Tronadura 2;Roca 2;L1;Noreste;3485.0;12.25;204.0;3485.0;11.0;12.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;226.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;488.0;2960.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;481.0;2840.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;166.0;3410.0;14.0;14.0;7.0;85.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2930.0;12.25;417.0;2930.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;523.0;2855.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2975.0;12.25;509.0;2975.0;7.0;7.0;5.0;87.0
Stage 6;Tronadura 2;Roca 1;L3;Norte;3485.0;12.25;286.0;3485.0;9.0;9.0;5.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Sureste;2915.0;12.25;493.0;2915.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;508.0;2885.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3470.0;12.25;176.0;3470.0;14.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;226.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;519.0;2855.0;7.0;7.0;7.0;31.0
Stage 6;Tronadura 2;Lastre;L3;Norte;3515.0;12.25;188.0;3515.0;10.0;11.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2870.0;12.25;492.0;3470.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Noreste;3440.0;12.25;151.0;3425.0;13.0;14.0;7.0;42.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;526.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3425.0;12.25;149.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;534.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3530.0;12.25;119.0;3530.0;11.5;12.5;9.0;94.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2945.0;10.625;505.0;2945.0;6.5;6.5;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3515.0;12.25;245.0;3515.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2915.0;12.25;511.0;2915.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;523.0;2855.0;7.0;7.0;7.0;31.0
Stage 6;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;272.0;3470.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2900.0;12.25;488.0;2900.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;488.0;2900.0;7.5;7.5;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2915.0;12.25;511.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;200.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2900.0;12.25;488.0;3500.0;7.5;7.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2930.0;12.25;504.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Lastre;L8;Norte;3485.0;12.25;135.0;3485.0;14.0;14.0;4.0;30.0
Stage 1;Tronadura 2;Roca 2;L1;Noreste;3455.0;12.25;163.0;3455.0;13.0;14.0;7.0;42.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;513.0;2900.0;7.5;7.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;152.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;555.0;2855.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;208.0;3500.0;10.5;12.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;463.0;2960.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;526.0;2885.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;494.0;2885.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Lastre;L8;Norte;3410.0;12.25;172.0;3410.0;14.0;14.0;7.0;85.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2900.0;12.25;450.0;2900.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;507.0;2945.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;169.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;532.0;2840.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;155.0;3440.0;13.0;14.0;7.0;43.0
Stage 4;Tronadura 1;Roca 1;L4;Sureste;2930.0;12.25;673.0;2930.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;188.0;3470.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3485.0;12.25;207.0;3485.0;10.5;10.5;4.0;30.0
Stage 1;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;143.0;3440.0;13.0;14.0;7.0;42.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;484.0;2945.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 1;Roca 1;L4;Sureste;2930.0;12.25;461.0;2930.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2915.0;12.25;534.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3515.0;12.25;215.0;3515.0;10.5;10.5;4.0;105.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;163.0;2840.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Lastre;L8;Norte;3485.0;12.25;144.0;3485.0;14.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3485.0;12.25;166.0;3485.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2975.0;12.25;500.0;2975.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;503.0;2885.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;523.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3395.0;12.25;179.0;3395.0;9.0;18.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;168.0;3455.0;13.0;14.0;19.0;42.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2975.0;10.625;468.0;2990.0;7.5;9.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;126.0;3424.985;13.0;14.0;7.0;43.0
Stage 4;Tronadura 2;Roca 1;L4;Sureste;2930.0;10.625;461.0;2937.0;6.5;6.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2900.0;12.25;489.0;2900.0;7.0;7.0;4.0;30.0
Stage 1;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;149.0;3440.0;13.0;14.0;7.0;42.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;134.0;3470.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;170.0;3395.0;13.0;14.0;7.0;85.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2945.0;10.625;421.0;2945.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;555.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3560.0;10.625;221.0;3560.0;8.0;8.0;17.0;150.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;523.0;2945.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3455.0;12.25;144.0;3455.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3530.0;10.625;192.0;3530.0;11.5;12.5;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2825.0;12.25;521.0;2825.0;7.0;7.0;5.0;72.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2915.0;12.25;511.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;200.0;3470.0;11.0;12.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3485.0;12.25;180.0;3485.0;10.5;10.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L7;Norte;3455.0;12.25;168.0;3455.0;13.0;14.0;19.0;42.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2930.0;10.625;500.0;2930.0;6.5;6.5;4.0;24.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;198.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;504.0;2900.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;152.0;3410.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 6;Tronadura 2;Lastre;L3;Norte;3515.0;12.25;188.0;3515.0;10.0;11.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Sureste;2915.0;12.25;467.0;2915.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;553.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3485.0;12.25;180.0;3485.0;10.5;10.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;154.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;494.0;2885.0;7.0;7.0;4.0;30.0
Stage 6;Tronadura 2;Lastre;L2;Norte;3500.0;12.25;237.0;3500.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2930.0;12.25;545.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3395.0;12.25;163.0;3395.0;18.0;9.0;7.0;200.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;463.0;2960.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;491.0;2945.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 1;Roca 2;L1;Norte;3545.0;10.625;193.0;3545.0;7.0;8.0;17.0;120.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;168.0;3455.0;13.0;14.0;19.0;42.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3545.0;12.25;287.0;3545.0;9.5;9.5;9.0;94.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2960.0;12.25;484.0;2960.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3560.0;12.25;186.0;3560.0;9.5;11.0;17.0;120.0
Stage 4;Tronadura 1;Roca 1;L4;Noroeste;2945.0;10.625;445.0;2945.0;6.5;6.5;11.0;105.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3470.0;12.25;198.0;3475.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2870.0;12.25;520.0;2870.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2930.0;12.25;545.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;134.0;3470.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;532.0;2840.0;7.0;7.0;7.0;31.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2945.0;10.625;441.0;2945.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2960.0;10.625;474.0;2960.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;553.0;2855.0;7.0;7.0;4.0;30.0
Stage 5;Tronadura 1;Roca 1;L3;Noroeste;2945.0;10.625;325.0;2945.0;9.0;10.0;11.0;105.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3410.0;12.25;135.0;3410.0;14.0;14.0;7.0;85.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3560.0;12.25;210.0;3560.0;9.5;11.0;17.0;120.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3515.0;12.25;288.0;3515.0;10.5;10.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;168.0;3395.0;18.0;9.0;7.0;200.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;526.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;198.0;3470.0;11.0;12.0;4.0;30.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3515.0;12.25;167.0;3515.0;13.5;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;134.0;3440.0;13.0;14.0;7.0;43.0
Stage 4;Tronadura 2;Roca 2;L2;Noreste;2945.0;12.25;461.0;2945.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2825.0;12.25;521.0;2825.0;7.0;7.0;5.0;72.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;519.0;2855.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L8;Noreste;3440.0;12.25;151.0;3440.0;13.0;14.0;7.0;42.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2915.0;12.25;514.0;2915.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;523.0;2885.0;7.0;7.0;2.0;25.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;474.0;2900.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 1;Roca 2;L8;Norte;3515.0;12.25;167.0;3515.0;13.5;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3455.0;12.25;149.0;3455.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3425.0;12.25;169.0;3425.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2885.0;12.25;524.0;2885.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3515.0;12.25;237.0;3515.0;10.5;10.5;17.0;120.0
Stage 4;Tronadura 2;Roca 1;L4;Sureste;2930.0;12.25;461.0;2930.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2975.0;10.625;468.0;2975.0;7.5;9.0;5.0;87.0
Stage 4;Tronadura 1;Roca 2;L4;Noreste;2945.0;10.625;344.0;2945.0;7.5;9.0;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2975.0;12.25;509.0;2975.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;168.0;3395.0;18.0;9.0;7.0;200.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;176.0;3470.0;14.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;200.0;3470.0;11.0;12.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;200.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2825.0;12.25;538.0;2825.0;7.0;7.0;5.0;36.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2960.0;10.625;456.0;2960.0;6.5;6.5;17.0;120.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;167.0;3500.0;10.5;12.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2870.0;12.25;520.0;2870.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Noroeste;2945.0;10.625;445.0;2945.0;6.5;6.5;11.0;105.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3425.0;12.25;150.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 1;Roca 2;L1;Sureste;2975.0;7.875;272.0;2975.0;5.5;5.5;17.0;120.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;134.0;3470.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L2;Norte;3395.0;12.25;191.0;3395.0;13.0;14.0;7.0;84.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2915.0;12.25;486.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3440.0;12.25;163.0;3440.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;135.0;3410.0;14.0;14.0;7.0;85.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;481.0;2840.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;174.0;3500.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2960.0;10.625;490.0;2960.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;496.0;2900.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;482.0;2900.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2915.0;12.25;534.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;198.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2960.0;12.25;463.0;2960.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Sureste;2915.0;12.25;448.0;2915.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3470.0;12.25;200.0;3470.0;11.0;12.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2840.0;12.25;504.0;2840.0;7.0;7.0;5.0;36.0
Stage 4;Tronadura 2;Roca 1;L4;Sureste;2915.0;12.25;495.0;2915.0;7.0;7.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2930.0;12.25;539.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;180.0;3455.0;13.0;14.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3530.0;12.25;127.0;3530.0;10.5;10.5;9.0;94.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2930.0;12.25;504.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3515.0;12.25;202.0;3515.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2945.0;12.25;425.0;2945.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2975.0;10.625;449.0;2975.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;551.0;2855.0;7.0;7.0;7.0;31.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3455.0;12.25;152.0;3455.0;13.0;14.0;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2855.0;12.25;499.0;2855.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3500.0;12.25;169.0;3500.0;10.5;10.5;4.0;30.0
Stage 1;Tronadura 2;Roca 2;L1;Norte;3440.0;12.25;143.0;3440.0;13.0;14.0;7.0;42.0
Stage 4;Tronadura 1;Roca 1;L4;Noreste;2975.0;10.625;484.0;2975.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2885.0;12.25;503.0;2885.0;7.0;7.0;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3515.0;12.25;288.0;3515.0;10.5;10.5;4.0;30.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2975.0;12.25;468.0;2975.0;7.0;7.0;5.0;87.0
Stage 4;Tronadura 2;Roca 1;L4;Norte;2900.0;12.25;513.0;2900.0;7.5;7.5;4.0;30.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3425.0;12.25;150.0;3425.0;13.0;14.0;7.0;84.0
Stage 2;Tronadura 2;Roca 2;L1;Norte;3410.0;12.25;160.0;3410.0;13.0;14.0;7.0;85.0
Stage 2;Tronadura 2;Roca 2;L8;Norte;3515.0;12.25;197.0;3515.0;10.5;10.5;17.0;120.0
Stage 4;Tronadura 1;Roca 1;L4;Norte;2975.0;10.625;479.0;2975.0;6.5;6.5;11.0;105.0
Stage 4;Tronadura 2;Roca 1;L4;Noreste;2855.0;12.25;553.0;2855.0;7.0;7.0;4.0;30.0
